combo,partner_crime,child_crime,stranger_crime,burglary_home_stranger,victim_male,victim_female,victim_unknown_sex,offender_male,offender_female,offender_unknown_sex,victim_minor,victim_adult,offender_minor,offender_adult
CHERRY-NB-2018-7,1,0,1,0,1,6,0,8,10,0,1,6,1,6
CHERRY-NB-2018-8,0,0,2,0,5,3,0,6,6,0,0,8,0,8
CHERRY-NB-2018-9,3,2,5,0,7,8,0,15,7,0,0,15,0,15
CHESAPEAKE CITY-VA-2018-1,265,265,357,0,718,768,12,1110,537,513,117,1344,117,1344
CHESAPEAKE CITY-VA-2018-10,239,265,404,0,770,855,8,1313,517,530,193,1405,193,1405
CHESAPEAKE CITY-VA-2018-11,198,237,359,0,656,741,10,1169,566,462,149,1212,149,1212
CHESAPEAKE CITY-VA-2018-12,273,347,376,1,775,865,16,1250,585,551,191,1415,191,1415
CHESAPEAKE CITY-VA-2018-2,270,313,375,5,713,670,17,1281,502,392,167,1192,167,1192
CHESAPEAKE CITY-VA-2018-3,258,279,460,0,718,906,25,1381,595,424,244,1351,244,1351
CHESAPEAKE CITY-VA-2018-4,256,285,419,0,708,776,7,1235,564,411,96,1367,96,1367
CHESAPEAKE CITY-VA-2018-5,249,266,386,0,673,812,19,1151,527,507,129,1342,129,1342
CHESAPEAKE CITY-VA-2018-6,306,338,431,1,720,794,30,1275,536,508,186,1313,186,1313
CHESAPEAKE CITY-VA-2018-7,249,230,376,0,780,905,25,1271,663,575,110,1549,110,1549
CHESAPEAKE CITY-VA-2018-8,267,265,441,0,777,1005,7,1299,646,482,191,1565,191,1565
CHESAPEAKE CITY-VA-2018-9,206,226,315,0,701,760,11,1174,439,527,141,1303,141,1303
CHESHIRE-NH-2018-1,34,32,35,0,63,86,0,133,50,4,20,129,20,129
CHESHIRE-NH-2018-10,19,22,32,0,125,130,1,201,47,1,16,237,16,237
CHESHIRE-NH-2018-11,34,38,50,0,136,150,0,185,104,2,26,260,26,260
CHESHIRE-NH-2018-12,10,17,22,0,60,78,0,95,60,1,9,129,9,129
CHESHIRE-NH-2018-2,16,16,30,0,79,68,3,132,32,0,7,139,7,139
CHESHIRE-NH-2018-3,20,23,28,0,88,66,0,137,53,1,11,143,11,143
CHESHIRE-NH-2018-4,25,30,24,0,96,94,7,156,46,4,18,175,18,175
CHESHIRE-NH-2018-5,18,18,45,0,87,93,0,128,55,1,23,157,23,157
CHESHIRE-NH-2018-6,16,20,21,0,106,116,2,138,54,1,11,212,11,212
CHESHIRE-NH-2018-7,26,18,40,0,79,96,0,100,59,1,9,165,9,165
CHESHIRE-NH-2018-8,17,29,35,0,90,116,0,166,58,2,17,186,17,186
CHESHIRE-NH-2018-9,16,18,26,0,79,87,2,136,52,1,9,158,9,158
CHESTER-SC-2018-1,24,20,26,0,78,78,1,139,62,73,13,131,13,131
CHESTER-SC-2018-10,23,14,26,0,66,74,4,98,40,83,8,130,8,130
CHESTER-SC-2018-11,17,18,21,0,66,75,0,120,23,78,12,126,12,126
CHESTER-SC-2018-12,29,24,35,0,76,83,0,146,36,82,15,137,15,137
CHESTER-SC-2018-2,46,30,44,2,80,102,0,200,48,68,16,166,16,166
CHESTER-SC-2018-3,57,68,81,0,124,123,0,212,77,96,35,211,35,211
CHESTER-SC-2018-4,37,37,40,0,94,108,1,142,91,102,29,169,29,169
CHESTER-SC-2018-5,40,32,48,0,97,108,1,139,74,90,9,190,9,190
CHESTER-SC-2018-6,70,55,67,6,134,119,0,194,68,113,11,240,11,240
CHESTER-SC-2018-7,35,24,56,0,115,101,0,170,70,79,12,202,12,202
CHESTER-SC-2018-8,22,17,28,0,90,84,2,133,33,94,11,161,11,161
CHESTER-SC-2018-9,50,44,55,0,78,88,2,100,57,74,18,135,18,135
CHESTER-TN-2018-1,10,6,9,0,24,21,0,49,12,9,3,41,3,41
CHESTER-TN-2018-10,2,3,4,0,11,18,0,16,9,18,1,27,1,27
CHESTER-TN-2018-11,10,4,7,0,18,18,0,21,11,14,2,34,2,34
CHESTER-TN-2018-12,5,4,3,0,10,14,0,16,15,8,2,22,2,22
CHESTER-TN-2018-2,6,11,3,0,19,19,0,32,20,8,2,36,2,36
CHESTER-TN-2018-3,6,10,7,0,11,22,0,18,24,12,2,30,2,30
CHESTER-TN-2018-4,11,12,10,0,16,20,1,23,11,15,0,37,0,37
CHESTER-TN-2018-5,10,7,8,0,14,22,1,34,13,16,1,36,1,36
CHESTER-TN-2018-6,5,5,5,0,16,18,0,25,6,14,3,31,3,31
CHESTER-TN-2018-7,10,10,11,0,28,18,1,29,17,14,0,46,0,46
CHESTER-TN-2018-8,4,10,7,0,17,25,0,46,20,9,4,38,4,38
CHESTER-TN-2018-9,12,9,7,0,12,27,0,34,10,8,4,35,4,35
CHESTERFIELD-SC-2018-1,16,18,26,0,43,40,0,65,28,30,2,74,2,74
CHESTERFIELD-SC-2018-10,31,35,63,1,136,124,1,184,52,122,23,216,23,216
CHESTERFIELD-SC-2018-11,25,22,19,3,73,66,2,104,31,75,8,125,8,125
CHESTERFIELD-SC-2018-12,40,44,45,0,138,123,10,209,76,97,12,236,12,236
CHESTERFIELD-SC-2018-2,62,33,46,0,118,138,3,162,69,102,12,237,12,237
CHESTERFIELD-SC-2018-3,49,52,89,0,147,136,2,182,51,114,22,247,22,247
CHESTERFIELD-SC-2018-4,33,42,59,0,139,147,0,177,67,121,14,260,14,260
CHESTERFIELD-SC-2018-5,47,49,71,4,190,182,1,255,105,145,27,331,27,331
CHESTERFIELD-SC-2018-6,48,32,57,0,160,167,4,213,69,155,24,279,24,279
CHESTERFIELD-SC-2018-7,48,56,76,0,181,168,0,225,95,138,10,327,10,327
CHESTERFIELD-SC-2018-8,46,46,74,0,123,162,1,185,72,142,14,265,14,265
CHESTERFIELD-SC-2018-9,51,49,73,0,135,140,4,196,72,113,15,257,15,257
CHESTERFIELD-VA-2018-1,180,134,460,0,789,809,0,1275,606,481,267,1329,267,1329
CHESTERFIELD-VA-2018-10,179,152,647,0,834,906,0,1340,676,556,416,1316,416,1316
CHESTERFIELD-VA-2018-11,173,131,594,0,806,930,0,1277,736,575,377,1352,377,1352
CHESTERFIELD-VA-2018-12,214,164,553,0,838,1008,0,1288,714,614,181,1653,181,1653
CHESTERFIELD-VA-2018-2,225,187,583,0,831,830,0,1351,627,485,343,1310,343,1310
CHESTERFIELD-VA-2018-3,235,243,704,0,979,1064,0,1553,732,598,386,1639,386,1639
CHESTERFIELD-VA-2018-4,168,152,534,0,822,864,0,1222,621,539,252,1427,252,1427
CHESTERFIELD-VA-2018-5,189,189,582,0,866,1038,7,1410,641,577,306,1593,306,1593
CHESTERFIELD-VA-2018-6,210,168,404,0,882,1008,1,1311,520,734,121,1754,121,1754
CHESTERFIELD-VA-2018-7,174,139,355,0,1041,1264,0,1675,497,877,75,2223,75,2223
CHESTERFIELD-VA-2018-8,210,171,383,0,765,798,1,1147,571,597,84,1467,84,1467
CHESTERFIELD-VA-2018-9,209,154,547,0,709,744,3,1111,598,422,241,1204,241,1204
CHEYENNE-CO-2018-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHEYENNE-CO-2018-5,1,0,0,0,1,0,0,0,1,0,0,1,0,1
CHEYENNE-CO-2018-6,0,0,0,0,1,0,0,0,1,0,0,1,0,1
CHEYENNE-KS-2018-1,1,1,2,0,17,1,0,22,0,0,0,17,0,17
CHEYENNE-KS-2018-10,3,2,2,0,6,3,0,8,1,1,1,8,1,8
CHEYENNE-KS-2018-11,1,0,0,0,0,1,0,2,2,0,0,1,0,1
CHEYENNE-KS-2018-12,2,0,0,0,5,1,0,5,1,0,0,6,0,6
CHEYENNE-KS-2018-2,0,1,0,0,4,1,0,5,1,0,0,5,0,5
CHEYENNE-KS-2018-3,2,2,2,0,4,2,0,4,0,0,2,4,2,4
CHEYENNE-KS-2018-4,0,2,0,0,14,5,0,19,1,3,0,19,0,19
CHEYENNE-KS-2018-5,0,1,1,0,8,6,0,2,0,9,0,14,0,14
CHEYENNE-KS-2018-6,2,1,2,0,4,4,0,5,4,0,0,8,0,8
CHEYENNE-KS-2018-7,1,0,0,0,7,3,0,8,1,6,1,9,1,9
CHEYENNE-KS-2018-8,0,0,0,0,12,0,0,13,4,3,0,10,0,10
CHEYENNE-KS-2018-9,0,0,0,0,4,3,0,3,1,3,0,7,0,7
CHEYENNE-NB-2018-1,4,12,4,0,22,23,8,60,26,10,1,44,1,44
CHEYENNE-NB-2018-10,8,10,10,0,23,14,0,53,17,6,10,27,10,27
CHEYENNE-NB-2018-11,10,12,16,0,21,22,0,45,36,3,23,19,23,19
CHEYENNE-NB-2018-12,6,10,6,0,17,22,0,53,20,12,9,30,9,30
CHEYENNE-NB-2018-2,0,1,2,0,6,6,0,19,5,5,0,12,0,12
CHEYENNE-NB-2018-3,3,5,5,0,12,21,0,52,12,7,4,28,4,28
CHEYENNE-NB-2018-4,8,13,10,0,41,11,0,87,35,4,2,50,2,50
CHEYENNE-NB-2018-5,4,7,2,0,6,15,0,43,22,1,1,18,1,18
CHEYENNE-NB-2018-6,8,12,9,0,20,13,0,37,10,14,0,33,0,33
CHEYENNE-NB-2018-7,8,21,7,0,23,31,0,56,33,12,7,45,7,45
CHEYENNE-NB-2018-8,1,1,5,0,9,12,0,34,23,8,0,18,0,18
CHEYENNE-NB-2018-9,4,8,4,0,8,18,0,37,17,12,1,25,1,25
CHICKASAW-IA-2018-1,2,2,2,0,16,0,0,6,7,1,2,11,2,11
CHICKASAW-IA-2018-10,0,0,0,0,12,4,0,18,5,0,0,16,0,16
CHICKASAW-IA-2018-11,3,2,2,0,4,4,0,10,4,0,0,8,0,8
CHICKASAW-IA-2018-2,0,0,0,0,4,1,0,7,1,1,0,5,0,5
CHICKASAW-IA-2018-3,5,6,5,0,4,5,0,8,1,1,3,5,3,5
CHICKASAW-IA-2018-4,5,8,7,0,8,7,0,12,12,0,5,10,5,10
CHICKASAW-IA-2018-5,3,2,2,0,3,4,0,3,1,0,0,7,0,7
CHICKASAW-IA-2018-6,0,2,2,0,7,4,0,10,6,0,2,9,2,9
CHICKASAW-IA-2018-8,0,0,0,0,0,0,0,1,1,0,0,0,0,0
CHICKASAW-IA-2018-9,1,1,0,0,9,2,0,24,6,1,0,11,0,11
CHICOT-AR-2018-1,0,2,8,0,20,13,0,16,9,6,1,31,1,31
CHICOT-AR-2018-10,4,8,9,0,15,15,0,15,16,3,0,30,0,30
CHICOT-AR-2018-11,2,5,8,0,13,22,0,24,5,7,1,34,1,34
CHICOT-AR-2018-12,0,5,6,0,41,19,3,32,14,7,1,62,1,62
CHICOT-AR-2018-2,1,7,6,0,26,22,0,23,8,12,2,46,2,46
CHICOT-AR-2018-3,8,9,17,0,19,27,1,24,6,11,0,46,0,46
CHICOT-AR-2018-4,0,3,7,0,10,23,0,21,9,10,0,33,0,33
CHICOT-AR-2018-5,3,12,9,0,24,28,0,26,6,17,2,48,2,48
CHICOT-AR-2018-6,3,12,9,0,26,20,0,29,12,7,7,34,7,34
CHICOT-AR-2018-7,4,11,13,0,35,21,0,26,10,12,5,51,5,51
CHICOT-AR-2018-8,0,1,5,0,28,15,0,24,8,9,0,43,0,43
CHICOT-AR-2018-9,8,16,11,0,30,23,0,30,19,9,8,45,8,45
CHIPPEWA-MI-2018-1,13,15,25,0,35,40,0,84,36,1,2,72,2,72
CHIPPEWA-MI-2018-10,12,26,19,0,29,36,4,76,23,0,8,57,8,57
CHIPPEWA-MI-2018-11,29,32,33,0,39,39,2,70,22,0,1,76,1,76
CHIPPEWA-MI-2018-12,25,33,38,0,36,53,3,73,26,0,9,79,9,79
CHIPPEWA-MI-2018-2,13,17,22,0,32,27,0,60,19,0,8,48,8,48
CHIPPEWA-MI-2018-3,22,28,25,0,37,33,0,70,43,0,9,59,9,59
CHIPPEWA-MI-2018-4,20,23,25,0,38,39,2,58,37,1,5,69,5,69
CHIPPEWA-MI-2018-5,26,20,33,0,33,53,0,89,29,0,5,81,5,81
CHIPPEWA-MI-2018-6,19,29,22,0,58,58,0,98,39,0,23,91,23,91
CHIPPEWA-MI-2018-7,24,24,29,0,39,55,1,68,31,0,8,85,8,85
CHIPPEWA-MI-2018-8,21,31,23,0,61,68,0,112,40,2,6,119,6,119
CHIPPEWA-MI-2018-9,19,26,23,0,66,43,1,83,41,0,14,93,14,93
CHIPPEWA-WI-2018-1,74,77,92,0,236,209,1,485,210,5,41,404,41,404
CHIPPEWA-WI-2018-10,71,70,79,0,155,176,1,423,171,1,48,280,48,280
CHIPPEWA-WI-2018-11,40,32,51,0,147,137,4,329,135,9,43,241,43,241
CHIPPEWA-WI-2018-12,40,40,51,0,151,194,0,413,201,3,24,318,24,318
CHIPPEWA-WI-2018-2,47,70,89,0,173,150,6,360,166,1,33,289,33,289
CHIPPEWA-WI-2018-3,61,72,86,0,211,189,0,474,194,9,43,356,43,356
CHIPPEWA-WI-2018-4,49,58,77,0,167,162,9,347,196,6,38,291,38,291
CHIPPEWA-WI-2018-5,58,65,95,0,228,178,12,445,185,3,50,355,50,355
CHIPPEWA-WI-2018-6,74,70,83,0,202,203,0,356,168,5,39,365,39,365
CHIPPEWA-WI-2018-7,55,56,73,0,175,186,0,354,171,8,36,323,36,323
CHIPPEWA-WI-2018-8,57,59,64,0,270,240,0,483,207,6,21,488,21,488
CHIPPEWA-WI-2018-9,66,75,86,0,203,190,1,365,154,7,57,334,57,334
CHITTENDEN-VT-2018-1,40,41,59,0,167,174,0,179,92,0,20,319,20,319
CHITTENDEN-VT-2018-10,45,44,62,0,243,168,0,204,78,0,50,361,50,361
CHITTENDEN-VT-2018-11,39,40,62,0,156,176,0,198,117,0,23,308,23,308
CHITTENDEN-VT-2018-12,33,25,52,0,199,175,0,234,105,0,16,358,16,358
CHITTENDEN-VT-2018-2,43,38,48,0,159,143,1,169,91,0,15,287,15,287
CHITTENDEN-VT-2018-3,41,38,56,0,140,137,0,174,65,0,12,265,12,265
CHITTENDEN-VT-2018-4,27,22,38,0,155,144,0,153,108,0,7,291,7,291
CHITTENDEN-VT-2018-5,37,29,53,0,219,116,0,201,87,0,21,314,21,314
CHITTENDEN-VT-2018-6,40,34,80,0,195,186,3,222,88,0,21,361,21,361
CHITTENDEN-VT-2018-7,48,40,76,0,186,181,0,195,92,0,14,352,14,352
CHITTENDEN-VT-2018-8,38,31,73,0,176,204,0,225,119,0,17,363,17,363
CHITTENDEN-VT-2018-9,56,58,78,0,219,199,0,229,92,0,30,387,30,387
CHOCTAW-OK-2018-1,1,1,2,0,5,11,0,14,3,0,0,16,0,16
CHOCTAW-OK-2018-10,1,3,1,0,7,3,0,3,5,0,0,10,0,10
CHOCTAW-OK-2018-11,0,2,1,0,2,2,0,4,1,0,2,2,2,2
CHOCTAW-OK-2018-12,0,0,0,0,1,5,0,0,2,5,0,6,0,6
CHOCTAW-OK-2018-2,0,0,0,0,2,2,0,0,0,0,0,4,0,4
CHOCTAW-OK-2018-3,0,4,0,0,1,8,0,2,4,0,0,9,0,9
CHOCTAW-OK-2018-4,0,0,0,0,1,3,0,1,0,0,0,4,0,4
CHOCTAW-OK-2018-5,0,0,2,0,5,0,0,2,0,0,0,5,0,5
CHOCTAW-OK-2018-6,3,2,3,0,0,6,0,6,0,0,0,6,0,6
CHOCTAW-OK-2018-7,4,4,4,0,4,4,0,8,0,0,0,8,0,8
CHOCTAW-OK-2018-8,2,6,6,0,2,8,0,0,11,0,0,10,0,10
CHOCTAW-OK-2018-9,0,1,1,0,4,0,0,2,1,0,1,3,1,3
CHOUTEAU-MT-2018-1,0,1,1,0,0,2,0,1,0,0,1,1,1,1
CHOUTEAU-MT-2018-10,1,1,0,0,1,2,0,3,0,0,1,2,1,2
CHOUTEAU-MT-2018-11,1,2,1,0,1,3,0,4,1,0,1,2,1,2
CHOUTEAU-MT-2018-12,1,0,1,0,3,0,0,3,1,0,0,3,0,3
CHOUTEAU-MT-2018-2,0,0,0,0,2,2,0,3,0,0,0,4,0,4
CHOUTEAU-MT-2018-3,0,0,0,0,1,3,0,1,0,0,0,4,0,4
CHOUTEAU-MT-2018-4,0,0,0,0,3,2,0,3,0,0,0,5,0,5
CHOUTEAU-MT-2018-5,1,1,1,0,2,0,0,0,1,0,0,2,0,2
CHOUTEAU-MT-2018-6,2,1,1,0,2,0,0,1,1,0,0,2,0,2
CHOUTEAU-MT-2018-7,1,0,0,0,3,3,0,3,0,0,1,5,1,5
CHOUTEAU-MT-2018-8,1,1,1,0,0,2,0,1,1,0,1,1,1,1
CHOUTEAU-MT-2018-9,1,1,1,0,1,0,0,1,0,0,0,1,0,1
CHRISTIAN-KY-2018-1,32,50,22,0,123,118,0,247,121,0,30,206,30,206
CHRISTIAN-KY-2018-10,33,112,49,0,155,189,29,332,140,0,33,311,33,311
CHRISTIAN-KY-2018-11,32,75,44,0,143,119,1,254,122,0,19,240,19,240
CHRISTIAN-KY-2018-12,34,94,68,4,165,209,1,330,168,1,18,352,18,352
CHRISTIAN-KY-2018-2,27,33,44,0,102,139,0,230,115,2,24,197,24,197
CHRISTIAN-KY-2018-3,26,70,40,0,196,215,3,362,154,0,21,378,21,378
CHRISTIAN-KY-2018-4,23,62,42,0,164,200,0,364,164,0,47,294,47,294
CHRISTIAN-KY-2018-5,38,114,58,0,257,213,0,344,177,3,45,417,45,417
CHRISTIAN-KY-2018-6,44,75,59,0,176,156,0,309,119,0,27,301,27,301
CHRISTIAN-KY-2018-7,34,44,43,0,140,127,2,279,137,0,18,247,18,247
CHRISTIAN-KY-2018-8,14,74,28,0,190,148,0,341,144,3,42,288,42,288
CHRISTIAN-KY-2018-9,24,54,51,2,107,182,1,309,102,0,15,271,15,271
CIMARRON-OK-2018-1,1,0,0,0,1,1,0,1,0,0,0,2,0,2
CIMARRON-OK-2018-10,0,0,0,0,1,2,0,5,0,0,0,3,0,3
CIMARRON-OK-2018-11,0,0,4,0,4,4,0,4,4,0,0,8,0,8
CIMARRON-OK-2018-12,0,0,0,0,1,0,0,1,0,0,0,1,0,1
CIMARRON-OK-2018-5,1,1,1,0,1,2,0,1,0,0,0,3,0,3
CIMARRON-OK-2018-6,0,0,0,0,1,2,0,1,1,0,0,3,0,3
CIMARRON-OK-2018-8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CIMARRON-OK-2018-9,2,1,1,0,0,3,0,2,0,0,1,2,1,2
CLACKAMAS-OR-2018-1,564,552,680,1,3523,3064,38,3161,987,836,198,6377,198,6377
CLACKAMAS-OR-2018-10,541,539,782,0,3105,2657,46,2586,971,486,202,5528,202,5528
CLACKAMAS-OR-2018-11,541,490,713,2,2937,2607,45,2627,942,435,137,5404,137,5404
CLACKAMAS-OR-2018-12,500,483,663,0,2832,2413,46,2671,878,454,142,5096,142,5096
CLACKAMAS-OR-2018-2,505,476,607,2,2919,2467,41,2683,848,582,149,5191,149,5191
CLACKAMAS-OR-2018-3,553,503,633,1,3177,2781,53,2835,1130,594,173,5736,173,5736
CLACKAMAS-OR-2018-4,522,482,680,0,3130,2721,28,2806,971,575,179,5653,179,5653
CLACKAMAS-OR-2018-5,595,527,751,4,3067,2787,66,3093,1052,514,193,5643,193,5643
CLACKAMAS-OR-2018-6,588,564,778,1,2998,2713,56,2829,1010,581,186,5533,186,5533
CLACKAMAS-OR-2018-7,592,562,741,2,2990,2703,36,2674,912,544,176,5505,176,5505
CLACKAMAS-OR-2018-8,619,557,782,2,3196,2808,45,2847,980,549,188,5798,188,5798
CLACKAMAS-OR-2018-9,578,552,778,1,2917,2558,34,2652,879,399,227,5235,227,5235
CLAIBORNE-LA-2018-1,0,0,1,0,10,1,0,9,2,0,0,11,0,11
CLAIBORNE-LA-2018-10,2,2,3,0,5,4,0,5,1,0,1,7,1,7
CLAIBORNE-LA-2018-11,0,0,1,0,14,2,0,18,1,0,0,16,0,16
CLAIBORNE-LA-2018-12,1,0,0,0,4,10,0,5,6,0,0,10,0,10
CLAIBORNE-LA-2018-2,4,8,4,0,7,7,0,10,2,0,4,10,4,10
CLAIBORNE-LA-2018-3,2,0,0,0,4,9,0,8,5,0,0,13,0,13
CLAIBORNE-LA-2018-4,3,2,4,0,9,8,0,11,3,0,1,11,1,11
CLAIBORNE-LA-2018-5,2,1,0,0,6,11,0,13,1,0,0,17,0,17
CLAIBORNE-LA-2018-6,1,0,1,0,11,3,0,6,3,0,0,13,0,13
CLAIBORNE-LA-2018-7,1,0,0,0,6,9,0,5,2,0,0,15,0,15
CLAIBORNE-LA-2018-8,1,2,1,0,6,10,0,14,4,0,0,12,0,12
CLAIBORNE-LA-2018-9,1,1,2,0,7,2,0,5,1,0,0,8,0,8
CLAIBORNE-TN-2018-1,8,4,7,0,30,34,3,59,31,31,4,62,4,62
CLAIBORNE-TN-2018-10,13,7,10,0,41,23,0,64,23,23,2,62,2,62
CLAIBORNE-TN-2018-11,5,2,4,0,22,30,0,40,16,21,3,48,3,48
CLAIBORNE-TN-2018-12,8,11,5,0,21,25,0,29,25,19,5,41,5,41
CLAIBORNE-TN-2018-2,18,19,24,0,53,31,8,96,32,37,3,89,3,89
CLAIBORNE-TN-2018-3,20,13,16,0,53,37,4,98,58,33,3,87,3,87
CLAIBORNE-TN-2018-4,21,18,22,0,44,34,0,67,30,49,2,75,2,75
CLAIBORNE-TN-2018-5,14,13,18,0,56,35,3,79,34,59,1,93,1,93
CLAIBORNE-TN-2018-6,23,19,27,0,45,40,2,91,21,34,5,82,5,82
CLAIBORNE-TN-2018-7,11,6,8,0,31,25,2,59,26,28,3,55,3,55
CLAIBORNE-TN-2018-8,4,4,12,0,37,26,3,46,34,33,4,61,4,61
CLAIBORNE-TN-2018-9,3,6,7,0,36,33,3,68,34,39,3,69,3,69
CLALLAM-WA-2018-1,42,45,50,0,141,151,3,210,84,5,27,260,27,260
CLALLAM-WA-2018-10,47,37,52,0,212,156,0,239,112,0,21,344,21,344
CLALLAM-WA-2018-11,38,41,51,0,183,138,1,222,73,3,33,285,33,285
CLALLAM-WA-2018-12,53,54,67,0,175,132,1,210,97,1,33,273,33,273
CLALLAM-WA-2018-2,28,30,38,0,135,124,0,188,71,4,17,242,17,242
CLALLAM-WA-2018-3,40,56,53,0,112,146,2,170,93,5,21,236,21,236
CLALLAM-WA-2018-4,36,32,46,0,153,128,1,212,94,3,27,255,27,255
CLALLAM-WA-2018-5,43,45,50,0,166,151,1,217,96,8,31,283,31,283
CLALLAM-WA-2018-6,46,38,50,0,173,153,0,228,94,1,21,287,21,287
CLALLAM-WA-2018-7,34,41,43,1,185,163,2,211,107,5,12,334,12,334
CLALLAM-WA-2018-8,46,47,59,1,190,150,0,165,92,3,20,317,20,317
CLALLAM-WA-2018-9,32,32,54,4,188,137,0,205,62,3,29,295,29,295
CLARE-MI-2018-1,19,19,18,0,71,48,0,112,33,0,6,108,6,108
CLARE-MI-2018-10,19,12,11,0,45,34,0,59,18,0,4,67,4,67
CLARE-MI-2018-11,26,16,16,0,25,46,0,51,15,2,4,63,4,63
CLARE-MI-2018-12,21,11,11,0,20,27,0,46,3,0,9,37,9,37
CLARE-MI-2018-2,14,10,15,0,44,37,0,79,37,0,11,62,11,62
CLARE-MI-2018-3,10,4,3,0,21,17,0,38,14,1,4,31,4,31
CLARE-MI-2018-4,28,27,34,0,48,46,0,80,22,0,15,72,15,72
CLARE-MI-2018-5,18,11,18,0,38,26,1,54,27,21,8,56,8,56
CLARE-MI-2018-6,27,22,32,0,32,46,0,54,28,1,7,69,7,69
CLARE-MI-2018-7,15,12,13,0,26,22,0,48,14,0,4,40,4,40
CLARE-MI-2018-8,27,30,15,0,45,53,0,93,32,0,24,69,24,69
CLARE-MI-2018-9,15,11,17,0,30,27,0,65,22,0,9,44,9,44
CLARENDON-SC-2018-1,25,42,39,0,107,105,3,168,70,96,14,193,14,193
CLARENDON-SC-2018-10,46,45,39,0,116,119,3,191,64,87,18,205,18,205
CLARENDON-SC-2018-11,27,44,49,3,127,111,3,175,59,78,13,222,13,222
CLARENDON-SC-2018-12,38,39,27,0,91,112,0,141,52,84,12,187,12,187
CLARENDON-SC-2018-2,37,42,40,0,130,115,4,175,44,113,13,224,13,224
CLARENDON-SC-2018-3,50,66,57,0,145,147,2,245,80,92,43,242,43,242
CLARENDON-SC-2018-4,39,67,65,0,112,189,11,208,90,129,45,248,45,248
CLARENDON-SC-2018-5,67,77,78,1,179,159,5,232,92,111,30,300,30,300
CLARENDON-SC-2018-6,39,45,34,0,135,114,5,145,47,125,5,241,5,241
CLARENDON-SC-2018-7,42,51,39,0,131,135,2,174,65,123,10,244,10,244
CLARENDON-SC-2018-8,57,64,67,0,156,151,8,237,78,126,18,278,18,278
CLARENDON-SC-2018-9,35,32,48,0,91,159,0,199,65,99,38,204,38,204
CLARION-PA-2018-1,0,0,0,0,0,1,0,6,1,0,0,1,0,1
CLARION-PA-2018-2,4,4,6,0,5,4,0,14,0,0,2,3,2,3
CLARION-PA-2018-3,8,8,14,0,16,0,0,18,0,0,0,8,0,8
CLARION-PA-2018-4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CLARION-PA-2018-7,1,0,0,0,0,1,0,1,0,0,0,1,0,1
CLARK-AR-2018-1,5,10,19,0,29,48,1,38,36,16,2,75,2,75
CLARK-AR-2018-10,12,31,33,0,65,52,0,69,24,17,12,105,12,105
CLARK-AR-2018-11,19,22,30,0,46,50,3,57,33,22,11,85,11,85
CLARK-AR-2018-12,19,22,37,0,39,77,0,52,39,32,1,114,1,114
CLARK-AR-2018-2,4,16,27,0,37,33,0,48,25,6,6,62,6,62
CLARK-AR-2018-3,9,19,21,0,24,48,1,86,53,11,8,65,8,65
CLARK-AR-2018-4,13,18,42,0,54,60,2,68,31,29,9,102,9,102
CLARK-AR-2018-5,18,22,45,0,46,70,6,72,52,19,18,90,18,90
CLARK-AR-2018-6,12,14,25,0,32,44,2,50,30,15,5,70,5,70
CLARK-AR-2018-7,8,26,24,0,40,63,0,52,40,31,13,90,13,90
CLARK-AR-2018-8,11,20,31,0,51,60,2,63,24,25,7,99,7,99
CLARK-AR-2018-9,3,5,19,0,38,37,4,45,22,15,2,72,2,72
CLARK-ID-2018-1,0,0,2,0,0,2,0,0,2,0,2,0,2,0
CLARK-ID-2018-10,1,2,1,0,0,2,0,2,2,0,1,1,1,1
CLARK-ID-2018-11,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CLARK-ID-2018-12,0,1,0,0,0,1,0,5,2,0,0,1,0,1
CLARK-ID-2018-2,1,1,1,0,0,1,0,1,1,0,1,0,1,0
CLARK-ID-2018-3,0,0,0,0,0,0,0,10,5,0,0,0,0,0
CLARK-ID-2018-4,0,0,0,0,1,0,0,2,1,0,0,1,0,1
CLARK-ID-2018-5,0,0,0,0,0,0,0,14,5,0,0,0,0,0
CLARK-ID-2018-6,0,0,0,0,1,3,0,9,8,0,0,4,0,4
CLARK-ID-2018-7,1,1,0,0,0,2,0,11,8,0,1,1,1,1
CLARK-ID-2018-8,1,1,3,0,4,4,1,17,10,0,1,8,1,8
CLARK-ID-2018-9,1,1,1,0,1,2,0,8,2,0,0,3,0,3
CLARK-IN-2018-1,0,0,0,0,22,1,0,33,11,0,1,22,1,22
CLARK-IN-2018-10,0,0,0,0,3,6,1,15,5,0,0,9,0,9
CLARK-IN-2018-11,0,0,0,0,3,1,0,8,8,0,0,4,0,4
CLARK-IN-2018-12,1,1,1,0,3,0,0,14,1,0,1,2,1,2
CLARK-IN-2018-2,0,0,0,0,0,3,0,14,11,0,0,3,0,3
CLARK-IN-2018-3,2,2,2,0,6,6,0,15,8,0,0,12,0,12
CLARK-IN-2018-4,2,4,2,0,8,0,0,24,4,0,0,5,0,5
CLARK-IN-2018-5,3,3,3,0,4,5,0,18,11,0,1,8,1,8
CLARK-IN-2018-6,0,1,0,0,7,1,0,19,11,0,1,7,1,7
